review,rating,date,bank,source,clean_review,textblob_polarity,textblob_subjectivity,textblob_sentiment,distilbert_score,distilbert_sentiment
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen,Google Play,dashen superapp blend finance shopping daily service effortlessly new ecommerce feature smooth support local merchantsproud back ethiopianmade solution,0.10727272727272727,0.19090909090909092,positive,0.9986684322357178,positive
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen,Google Play,solid step forward dashen bank superapp combine essential banking feature lifestyle service making everything accessible one place interface smooth transaction quick reliable clear lot thought went design functionality great job,0.28690476190476194,0.41547619047619044,positive,0.9996205568313599,positive
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen,Google Play,dashen bank super app crucial convenient app ethiopia app compare dashen bank super app,0.2222222222222222,0.7777777777777777,positive,0.9790244102478027,negative
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen,Google Play,allinone finance ecommerce super app pay save shop seamlessly fast secure bankandshop,0.3111111111111111,0.6222222222222222,positive,0.8423444032669067,positive
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen,Google Play,hestorical app bank industry,0.0,0.0,neutral,0.9928353428840637,negative
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen,Google Play,game changer ethiopian digital banking fast secure packed service everything need one powerful app true leap toward financial convenience innovation,0.12142857142857143,0.4642857142857143,positive,0.9090520739555359,positive
"easy &,simple to use",5,2025-04-21,Dashen,Google Play,easy simple use,0.21666666666666667,0.5952380952380952,positive,0.9928313493728638,positive
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21,Dashen,Google Play,banking make smart local solution one place smooth fast actually saving time feel like future love,0.18775510204081633,0.36683673469387756,positive,0.999206006526947,positive
"All in one, that is it 👌",5,2025-04-21,Dashen,Google Play,one,0.0,0.0,neutral,0.9882547855377197,positive
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Dashen,Google Play,dashen bank supper app multipurpose convenient attractive make life easier,0.8,1.0,positive,0.9766711592674255,positive
very easy and flexible app.,5,2025-04-21,Dashen,Google Play,easy flexible app,0.43333333333333335,0.8333333333333334,positive,0.9994267225265503,positive
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen,Google Play,choose dashen bank super since easy use attractive feature,0.5222222222222223,0.8333333333333334,positive,0.8358981013298035,positive
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen,Google Play,dashen super app simple faster reliable,0.16666666666666666,0.5119047619047619,positive,0.998654842376709,positive
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21,Dashen,Google Play,dashen bank super app gamechanger userfriendly design wide range service smooth performance make incredibly convenient everyday banking fast secure truly reflects bank commitment digital excellence highly recommended,0.23933333333333334,0.4806666666666667,positive,0.9992278814315796,positive
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21,Dashen,Google Play,app keep getting better every update smooth performance great topnotch security thank making banking convenient,0.5666666666666668,0.5833333333333334,positive,0.9940198659896851,positive
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen,Google Play,app simply use secure safe love use bank transaction,0.35,0.5142857142857142,positive,0.7634596824645996,negative
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen,Google Play,download app recently smooth expriance user friendly fast everything work expected keep good work,0.31500000000000006,0.52,positive,0.9839036464691162,positive
An app with High performance and advanced features!,5,2025-04-21,Dashen,Google Play,app high performance advanced feature,0.28,0.5700000000000001,positive,0.9960998296737671,positive
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Dashen,Google Play,user friendly attractive user interface full useful feature really encourage everyone give try,0.40499999999999997,0.45,positive,0.9996606111526489,positive
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Dashen,Google Play,good actually work developer option,0.35,0.35000000000000003,positive,0.9997861981391907,positive
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen,Google Play,allinone convenience managing account paying bill shopping online chat banking game changer app seamlessly,-0.15000000000000002,0.25,negative,0.8944762945175171,negative
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Dashen,Google Play,appreciate dashen bank take lifestyle service account,0.0,0.0,neutral,0.9981811046600342,positive
keep it up!,5,2025-04-21,Dashen,Google Play,keep,0.0,0.0,neutral,0.9988995790481567,positive
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,Dashen,Google Play,amazing app really loved thats say dashen bank one stap ahead best mobile application every phone,0.7666666666666666,0.6666666666666666,positive,0.9995874762535095,positive
very comfortable app keep it,5,2025-04-21,Dashen,Google Play,comfortable app keep,0.4,0.8,positive,0.9997735619544983,positive
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen,Google Play,clear detail information application help customer use app easy use also app secure,0.3111111111111111,0.6055555555555556,positive,0.975040853023529,positive
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Dashen,Google Play,using dashen supper app mobile banking app overall appreciate featureshoweverive noticed turn developer option device app stop functioning properly would great could look issue often need access developer setting application thank attention matter,0.26666666666666666,0.2833333333333333,positive,0.9899643063545227,negative
easiness to use with fast response time,5,2025-04-21,Dashen,Google Play,easiness use fast response time,0.2,0.6,positive,0.5173691511154175,positive
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,Dashen,Google Play,new mobile banking application major upgrade incredibly userfriendly clean modern design make navigation simple intuitive really appreciate fast load smooth overall experience essential service like balance check transfer bill payment ea find use added security feature give peace mind app run reliably without crash glitch clear lot thought went user experi,0.2137941919191919,0.4329184704184705,positive,0.9963552951812744,positive
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Dashen,Google Play,internal customer dashen bank superapp greatly simplified online banking experience easy use allowing quickly check balance transfer money pay bill apps advanced security feature highly secure ensuring data well protected three click chat banking ip feature also given smarter experience deed dashen bank always steping ahead,0.39444444444444443,0.5472222222222223,positive,0.9925927519798279,positive
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,Dashen,Google Play,truly impressive app userfriendly gamechanger ethiopian banking dashen super app stand one innovative convenient digital banking solution ethiopia financial history smooth navigation seamless feature wide range service one place well done,0.28148148148148144,0.4074074074074074,positive,0.9988522529602051,positive
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Dashen,Google Play,dashen bank super fast convenience also contain thing one app interesting use dashen bank super,0.3416666666666666,0.6083333333333333,positive,0.9587305188179016,positive
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen,Google Play,dashen bank super app truly elevated mobile banking experience fast userfriendly packed essential feature interface clean intuitive making navigation easy even firsttime user also appreciate added security feature give peace mind banking dashen bank done amazing job appits reliable efficient always improving highly recommended anyone looking seamless digital banking,0.24370370370370376,0.5155555555555555,positive,0.999592125415802,positive
A fantastic product!! keep the good work.,5,2025-04-21,Dashen,Google Play,fantastic product keep good work,0.55,0.75,positive,0.9998798370361328,positive
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen,Google Play,impressed dashen super app userfriendly operates efficiently budget chatbot feature impressive item purchased three click,0.7777777777777777,0.8888888888888888,positive,0.9987433552742004,positive
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen,Google Play,dashen super app offer quick userfriendly experience bringing together variety service like budgeting payment airtime recharges one convenient platform sleek design intuitive navigation ensure effortless transaction evident dashen bank carefully crafted app make everyday financial activity easier great choice anyone aiming streamline digital routine,0.17708333333333334,0.4708333333333333,positive,0.997379720211029,positive
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen,Google Play,dashen supper app useful app customer,0.3,0.0,positive,0.8582975268363953,positive
it is the most amazing mobile app,5,2025-04-21,Dashen,Google Play,amazing mobile app,0.6000000000000001,0.9,positive,0.9998674392700195,positive
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen,Google Play,good fast supper app thanks dashen bank,0.36666666666666664,0.46666666666666673,positive,0.9997907280921936,positive
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen,Google Play,dear user dashen bank super appi using dashen bank super app must sayits truly gamechanger app incredibly fast reliable ive never encountered delay transaction one feature absolutely love chat banking make everyday task like checking balance transferring money simple sending quick message also budgeting tool huge help tracking spending giving clearer,0.2444444444444444,0.5433862433862434,positive,0.9974839687347412,positive
Too best,1,2025-04-21,Dashen,Google Play,best,1.0,0.3,positive,0.9997941851615906,positive
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen,Google Play,dashen bank super upuse app make easyfastconvinent,0.3333333333333333,0.6666666666666666,positive,0.6234514117240906,negative
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen,Google Play,join digital world use supper app make life easy,0.21666666666666667,0.4166666666666667,positive,0.9455342888832092,positive
best mobile banking application,5,2025-04-21,Dashen,Google Play,best mobile banking application,1.0,0.3,positive,0.9996380805969238,positive
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen,Google Play,banking superapp incredibly well designed design appearance app overall experience using app fantastic app packed feature banking ecommerce one placeit even budget setting option super useful managing money everything run smoothly love convenient made daily life huge kudos dashen bank truly living motto always one step ahead keep,0.3541666666666667,0.49583333333333335,positive,0.9993389248847961,positive
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen,Google Play,really amazed idea ecommerce service banking app mean one step ahead please include kind product soon possible,0.121875,0.696875,positive,0.9976571798324585,positive
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen,Google Play,expect get service dashen bank always like slogan,0.0,0.0,neutral,0.9917210340499878,negative
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen,Google Play,dashen supapp contemporary application offering great experience enabling user perform multiple task single platformsuch chatting friend transferring money paying bill first app kind ethiopian banking industry making remarkable opportunity entrepreneur working appbased sale software marketing good job dashen bank,0.39940476190476193,0.4642857142857143,positive,0.9993773102760315,positive
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen,Google Play,dashen super app give amazing convenience make life easy,0.45555555555555555,0.7999999999999999,positive,0.9996932744979858,positive
excellent mobile banking app,5,2025-04-21,Dashen,Google Play,excellent mobile banking app,1.0,1.0,positive,0.9998179078102112,positive
Wow! like his name Super App...,5,2025-04-21,Dashen,Google Play,wow like name super app,0.21666666666666667,0.8333333333333333,positive,0.9992703795433044,positive
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen,Google Play,dashen supper app special ይምቾቱ ይለያያል,0.35714285714285715,0.5714285714285714,positive,0.5906432867050171,negative
convenient and fast,5,2025-04-21,Dashen,Google Play,convenient fast,0.2,0.6,positive,0.9980040192604065,positive
Best- in-class app.,5,2025-04-21,Dashen,Google Play,best inclass app,1.0,0.3,positive,0.996780514717102,positive
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen,Google Play,really like amazing application dashen supper app made life easier,0.4,0.55,positive,0.9980965256690979,positive
Superb,5,2025-04-21,Dashen,Google Play,superb,1.0,1.0,positive,0.9998656511306763,positive
"amazing features, faster and easy to use",5,2025-04-21,Dashen,Google Play,amazing feature faster easy use,0.5166666666666667,0.8666666666666667,positive,0.9997696280479431,positive
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen,Google Play,dashen super app offer modern userfriendly experience leverage latest technological advancement deliver seamless ecommerce platform,0.2833333333333333,0.4916666666666667,positive,0.9942933917045593,positive
Best App!,5,2025-04-21,Dashen,Google Play,best app,1.0,0.3,positive,0.999686598777771,positive
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen,Google Play,love one best mobile banking app banking industry,0.75,0.44999999999999996,positive,0.9997628331184387,positive
I love this app,5,2025-04-21,Dashen,Google Play,love app,0.5,0.6,positive,0.9997610449790955,positive
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen,Google Play,working hulum information asgebiche continue accept yemilew button ayeseram phone samsung a51,0.0,0.0,neutral,0.9929032921791077,negative
waw no idea the best app.,5,2025-04-19,Dashen,Google Play,waw idea best app,1.0,0.3,positive,0.9926988482475281,positive
fast best app,5,2025-04-19,Dashen,Google Play,fast best app,0.6,0.44999999999999996,positive,0.999737560749054,positive
Nice App,5,2025-04-18,Dashen,Google Play,nice app,0.6,1.0,positive,0.9998061060905457,positive
nice app ever,5,2025-04-17,Dashen,Google Play,nice app ever,0.6,1.0,positive,0.9998384714126587,positive
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen,Google Play,disappointing app close frequently unstable function,-0.25,0.5,negative,0.9997453093528748,negative
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen,Google Play,featurerich absolutely speed painfully slow seriously communicating server mar something,-0.14444444444444446,0.6555555555555556,negative,0.9987810254096985,negative
nic app,5,2025-04-16,Dashen,Google Play,nic app,0.0,0.0,neutral,0.9797857403755188,positive
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen,Google Play,dashen super app delivers remarkably fast highly secure exceptionally userfriendly experience establishing leading application categorykeep stay ahead dashen bank,0.4,0.7166666666666667,positive,0.9995400905609131,positive
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen,Google Play,far good person customer service amazing,0.4666666666666666,0.8333333333333334,positive,0.9998664855957031,positive
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen,Google Play,app backward doesnt always work work three hour hour great,0.8,0.75,positive,0.9943886399269104,negative
ምርጫዬ ነው,5,2025-04-13,Dashen,Google Play,ምርጫዬ,0.0,0.0,neutral,0.6970565915107727,negative
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen,Google Play,bad connection many day working,-0.09999999999999992,0.5833333333333333,negative,0.9995260238647461,negative
it's samart,5,2025-04-10,Dashen,Google Play,samart,0.0,0.0,neutral,0.998528003692627,positive
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen,Google Play,app working properly using,0.0,0.1,neutral,0.9957824945449829,positive
it is very good app,5,2025-04-10,Dashen,Google Play,good app,0.7,0.6000000000000001,positive,0.9998493194580078,positive
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen,Google Play,disappointing experience dashen bank super service app slow take forever load transaction incredibly frustrating additionally doesnt generate receipt transaction making difficult keep track expense also reached customer support response time longer expected overall hoping better experience find service lacking need improvement,-0.13333333333333336,0.5708333333333333,negative,0.997614860534668,negative
slow cumbersome,3,2025-04-08,Dashen,Google Play,slow cumbersome,-0.30000000000000004,0.39999999999999997,negative,0.9997989535331726,negative
Is really 💀,2,2025-04-08,Dashen,Google Play,really,0.2,0.2,positive,0.9980352520942688,positive
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen,Google Play,slow send otp reliable crushed many time need improvement many way,0.15,0.375,positive,0.9907700419425964,negative
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen,Google Play,worst mobile banking experience ive ever doesnt work need randomly update without warning cant make transaction whenever want nightmare anyone relies main banking option especially lot money account lucky one still infuriating able access money need itl,-0.15714285714285717,0.7273809523809524,negative,0.9995176792144775,negative
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen,Google Play,experienced using app bank ethiopia dashen sup like old version application using gave star low speed login processing,0.3,0.46666666666666673,positive,0.997947633266449,negative
proud by dashen bank,5,2025-04-06,Dashen,Google Play,proud dashen bank,0.8,1.0,positive,0.9998334646224976,positive
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen,Google Play,app working unless turn developer mode phone take right use,0.2857142857142857,0.5357142857142857,positive,0.989779531955719,negative
real super up,5,2025-04-04,Dashen,Google Play,real super,0.5,1.0,positive,0.9997572302818298,positive
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen,Google Play,disappointing fix soon possible expected dashin bank fix,-0.2333333333333333,0.7000000000000001,negative,0.9967193007469177,negative
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen,Google Play,dashen bank worker hidden atm card big problem,-0.08333333333333333,0.21666666666666667,negative,0.9964361190795898,negative
tanku,5,2025-04-04,Dashen,Google Play,tanku,0.0,0.0,neutral,0.9159653186798096,negative
goood,5,2025-04-02,Dashen,Google Play,goood,0.0,0.0,neutral,0.9943867921829224,negative
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen,Google Play,ask pin opt even opt touch let alone,0.0,0.0,neutral,0.988889217376709,negative
it is best app easy to use,5,2025-04-01,Dashen,Google Play,best app easy use,0.7166666666666667,0.5666666666666667,positive,0.9982343912124634,positive
It is very easy to use and powerful application.,3,2025-04-01,Dashen,Google Play,easy use powerful application,0.3666666666666667,0.9166666666666667,positive,0.9988314509391785,positive
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen,Google Play,apps good feature feature like developer mode turn irritate user,0.7,0.6000000000000001,positive,0.8714434504508972,negative
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen,Google Play,mobile banking app beyond access account easily able get many information easily exchage rate able chat others able budget able transfer bank within dashen able access many account single app able pay bill scan able make payment order delivery item single app always one step ahead,0.3992063492063493,0.5530753968253969,positive,0.9651486873626709,positive
wallahi very fantastic Bank,5,2025-03-31,Dashen,Google Play,wallahi fantastic bank,0.4,0.9,positive,0.9991859793663025,positive
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen,Google Play,waw amazing app thank dashen bank,0.6000000000000001,0.9,positive,0.9998283386230469,positive
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen,Google Play,ive using dashen bank super app gamechanger app super fast reliableive never issue transaction delayed one favorite feature chat banking make easy thing like check balance transfer money typing quick message budgeting tool also really useful help keep track spending give clear picture,0.31481481481481477,0.5166666666666667,positive,0.9433079361915588,positive
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen,Google Play,good app like fast easy use,0.4444444444444444,0.6777777777777779,positive,0.9989935755729675,positive
best experiences,5,2025-03-26,Dashen,Google Play,best experience,1.0,0.3,positive,0.9996858835220337,positive
too slow to use.,1,2025-03-26,Dashen,Google Play,slow use,-0.30000000000000004,0.39999999999999997,negative,0.9994843006134033,negative
the worst app in the market only good ui,1,2025-03-22,Dashen,Google Play,worst app market good,-0.15000000000000002,0.8,negative,0.9996703863143921,negative
nic,5,2025-03-22,Dashen,Google Play,nic,0.0,0.0,neutral,0.9977141618728638,positive
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen,Google Play,በጣም ቅልል በርቱልን ለአጠቃቀም,0.0,0.0,neutral,0.8616330027580261,negative
thanks for all digital transaction,5,2025-03-21,Dashen,Google Play,thanks digital transaction,0.1,0.1,positive,0.9997575879096985,positive
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen,Google Play,app supporting smart phone old android version none inclusive time amole lite working properly reached maximum otp trail mistake due network error like stack tied make transaction ohh tired,0.006547619047619043,0.3779761904761905,positive,0.999537467956543,negative
it's Be Come Busy &not working good,1,2025-03-20,Dashen,Google Play,come busy working good,0.39999999999999997,0.45000000000000007,positive,0.9964911341667175,positive
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen,Google Play,wanted share concern supper app appears experiencing reliability issue isnt performing expected hope addressed soon improve user experience one star,-0.1,0.4,negative,0.9963338375091553,negative
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen,Google Play,best ever digital banking sector essay understanding smart convince using,0.4047619047619047,0.3142857142857143,positive,0.9995757937431335,positive
good and latest,5,2025-03-18,Dashen,Google Play,good latest,0.6,0.75,positive,0.9998459815979004,positive
The best App of all,5,2025-03-17,Dashen,Google Play,best app,1.0,0.3,positive,0.999686598777771,positive
Worst app ever,1,2025-03-15,Dashen,Google Play,worst app ever,-1.0,1.0,negative,0.9997803568840027,negative
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen,Google Play,app unreliable mobile banking application ever used transaction late nonresponsive full bug disappointing inconvinient user friendly compatabke,-0.04375000000000001,0.5874999999999999,negative,0.999087929725647,negative
Naiycapp,5,2025-03-14,Dashen,Google Play,naiycapp,0.0,0.0,neutral,0.8075174689292908,positive
The app is good but it has no USSD option,4,2025-03-13,Dashen,Google Play,app good ussd option,0.7,0.6000000000000001,positive,0.9961440563201904,positive
Hey great,5,2025-03-12,Dashen,Google Play,hey great,0.8,0.75,positive,0.999745786190033,positive
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen,Google Play,used many mobile banking also tellebir mpesa nothing come close app well done dashen indeed one step head lot cool feature amole hasnt receipt account statement superb hope add integrated small apps,0.4,0.6375,positive,0.9124490022659302,positive
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen,Google Play,app good ask update every week tiring,0.7,0.6000000000000001,positive,0.9816670417785645,negative
It good and easy to use,5,2025-03-11,Dashen,Google Play,good easy use,0.5666666666666667,0.7166666666666668,positive,0.9997110962867737,positive
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen,Google Play,በጣም አሪፍ መተግበሪያ አመሠግናለሁ,0.0,0.0,neutral,0.8616330027580261,negative
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,Google Play,greately improved since released really like budget expense tegistration feature atm po withdrawal possible account expense even visible transaction window worked improve much,0.13333333333333333,0.4666666666666666,positive,0.9969755411148071,positive
Wow Excellent app,5,2025-03-08,Dashen,Google Play,wow excellent app,0.55,1.0,positive,0.9998443126678467,positive
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen,Google Play,nice app experience issue others bank transfer keep saying account exist time,0.6,1.0,positive,0.951657772064209,positive
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen,Google Play,add option send money telebirr account like amole,0.0,0.0,neutral,0.9891737699508667,negative
It's best,5,2025-03-08,Dashen,Google Play,best,1.0,0.3,positive,0.9997941851615906,positive
no one dashen yichlal,5,2025-03-07,Dashen,Google Play,one dashen yichlal,0.0,0.0,neutral,0.927041232585907,positive
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen,Google Play,short proud app developer highest professional developing thanks,0.275,0.4,positive,0.9995074272155762,positive
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen,Google Play,speed slow need improvement,-0.30000000000000004,0.39999999999999997,negative,0.9966747760772705,negative
Fantastic app,5,2025-03-01,Dashen,Google Play,fantastic app,0.4,0.9,positive,0.9998588562011719,positive
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen,Google Play,wish dark mode feature add option good app,0.27499999999999997,0.5,positive,0.9980168342590332,positive
